user_id,group,signup_date,repeat_purchase,location,loyalty_tier,revenue
U02619,B,2025-07-29,0,Dubai,Gold,69.71
U02620,B,2025-07-16,0,Ajman,Basic,89.48
U02621,B,2025-07-03,1,Ajman,Basic,128.54
U02622,B,2025-07-27,0,Abu Dhabi,Silver,84.33
U02623,B,2025-07-23,0,Dubai,Silver,124.99
U02624,B,2025-07-11,1,Dubai,Silver,119.34
U02625,B,2025-07-08,0,Abu Dhabi,Basic,75.69
U02626,A,2025-07-07,0,Sharjah,Basic,87.65
U02627,B,2025-07-28,0,Ajman,Basic,97.15
U02628,B,2025-07-10,0,Dubai,Basic,99.17
U02629,B,2025-07-14,1,Abu Dhabi,Basic,129.89
U02630,A,2025-07-12,1,Dubai,Basic,186.15
U02631,B,2025-07-28,0,Ajman,Basic,84.42
U02632,B,2025-07-15,0,Ajman,Gold,38.78
U02633,B,2025-07-20,0,Ajman,Basic,81.32
U02634,A,2025-07-15,1,Ajman,Silver,123.59
U02635,A,2025-07-22,0,Ajman,Gold,9.01
U02636,A,2025-07-06,0,Abu Dhabi,Silver,133.37
U02637,B,2025-07-21,0,Sharjah,Basic,81.22
U02638,B,2025-07-22,1,Sharjah,Silver,289.8
U02639,B,2025-07-25,0,Ajman,Silver,94.24
U02640,A,2025-07-30,0,Ajman,Basic,41.14
U02641,B,2025-07-14,1,Dubai,Silver,89.54
U02642,A,2025-07-13,1,Sharjah,Silver,161.46
U02643,A,2025-07-17,0,Sharjah,Basic,75.8
U02644,A,2025-07-06,0,Dubai,Basic,50.47
U02645,A,2025-07-04,1,Ajman,Basic,0.0
U02646,A,2025-07-07,0,Abu Dhabi,Silver,73.86
U02647,A,2025-07-22,0,Ajman,Basic,129.97
U02648,B,2025-07-21,0,Ajman,Basic,150.97
U02649,B,2025-07-21,0,Dubai,Basic,100.46
U02650,B,2025-07-29,0,Abu Dhabi,Basic,67.04
U02651,A,2025-07-26,0,Ajman,Silver,77.52
U02652,A,2025-07-05,0,Abu Dhabi,Silver,45.64
U02653,A,2025-07-03,1,Dubai,Basic,179.67
U02654,B,2025-07-11,0,Ajman,Silver,35.73
U02655,B,2025-07-07,1,Abu Dhabi,Basic,176.98
U02656,A,2025-07-27,0,Abu Dhabi,Basic,100.7
U02657,A,2025-07-24,0,Dubai,Basic,84.9
U02658,A,2025-07-19,0,Abu Dhabi,Basic,44.77
U02659,A,2025-07-30,0,Abu Dhabi,Basic,110.82
U02660,B,2025-07-07,1,Ajman,Silver,161.73
U02661,A,2025-07-28,0,Abu Dhabi,Basic,71.51
U02662,A,2025-07-05,0,Ajman,Basic,89.07
U02663,A,2025-07-14,1,Sharjah,Basic,0.0
U02664,A,2025-07-13,0,Ajman,Basic,45.46
U02665,A,2025-07-30,1,Dubai,Basic,119.65
U02666,A,2025-07-26,0,Dubai,Basic,105.0
U02667,A,2025-07-16,0,Ajman,Silver,24.84
U02668,B,2025-07-05,1,Ajman,Basic,187.21
U02669,B,2025-07-06,0,Ajman,Basic,54.34
U02670,B,2025-07-16,0,Sharjah,Silver,69.17
U02671,B,2025-07-29,1,Ajman,Basic,102.51
U02672,A,2025-07-30,0,Sharjah,Silver,54.38
U02673,A,2025-07-04,0,Dubai,Basic,68.44
U02674,B,2025-07-11,0,Abu Dhabi,Basic,75.23
U02675,A,2025-07-18,0,Sharjah,Gold,47.47
U02676,A,2025-07-03,1,Sharjah,Basic,17.36
U02677,B,2025-07-13,0,Ajman,Silver,49.88
U02678,A,2025-07-31,0,Sharjah,Basic,45.67
U02679,B,2025-07-09,1,Dubai,Gold,203.05
U02680,B,2025-07-22,0,Ajman,Basic,47.44
U02681,B,2025-07-06,0,Ajman,Silver,56.36
U02682,A,2025-07-17,0,Sharjah,Basic,104.66
U02683,B,2025-07-10,0,Dubai,Silver,67.57
U02684,B,2025-07-30,1,Abu Dhabi,Silver,186.96
U02685,A,2025-07-14,0,Abu Dhabi,Basic,41.81
U02686,A,2025-07-30,1,Sharjah,Silver,209.45
U02687,B,2025-07-21,0,Abu Dhabi,Silver,78.99
U02688,A,2025-07-29,0,Ajman,Silver,30.14
U02689,A,2025-07-19,0,Abu Dhabi,Basic,90.41
U02690,A,2025-07-21,0,Dubai,Basic,64.03
U02691,A,2025-07-09,0,Abu Dhabi,Gold,100.2
U02692,B,2025-07-06,1,Ajman,Silver,243.34
U02693,A,2025-07-27,0,Sharjah,Silver,58.65
U02694,A,2025-07-19,0,Abu Dhabi,Gold,74.36
U02695,B,2025-07-05,0,Dubai,Silver,81.77
U02696,B,2025-07-07,0,Abu Dhabi,Gold,132.14
U02697,A,2025-07-24,0,Sharjah,Basic,44.96
U02698,B,2025-07-14,1,Ajman,Silver,65.81
U02699,A,2025-07-06,0,Sharjah,Basic,64.05
U02700,A,2025-07-19,1,Dubai,Basic,87.09
U02701,A,2025-08-01,0,Dubai,Basic,65.31
U02702,A,2025-08-01,0,Sharjah,Gold,112.11
U02703,A,2025-07-31,0,Sharjah,Basic,78.88
U02704,A,2025-07-22,0,Ajman,Gold,81.79
U02705,B,2025-07-18,0,Sharjah,Silver,161.83
U02706,A,2025-07-04,1,Abu Dhabi,Basic,125.84
U02707,A,2025-07-16,0,Ajman,Basic,50.9
U02708,B,2025-07-24,0,Abu Dhabi,Basic,81.99
U02709,B,2025-07-26,0,Abu Dhabi,Silver,56.3
U02710,A,2025-07-14,1,Dubai,Basic,164.93
U02711,B,2025-07-20,0,Dubai,Basic,43.37
U02712,B,2025-07-29,0,Abu Dhabi,Basic,50.99
U02713,B,2025-07-21,0,Dubai,Gold,0.0
U02714,B,2025-07-23,1,Abu Dhabi,Silver,140.04
U02715,A,2025-07-12,0,Abu Dhabi,Silver,53.97
U02716,A,2025-07-31,1,Abu Dhabi,Silver,149.05
U02717,B,2025-07-21,0,Sharjah,Gold,170.8
U02718,A,2025-07-07,0,Dubai,Basic,104.13
U02719,B,2025-07-17,0,Ajman,Silver,110.4
U02720,B,2025-07-14,0,Ajman,Basic,21.08
U02721,B,2025-07-06,0,Sharjah,Silver,100.44
U02722,A,2025-07-06,0,Ajman,Basic,88.42
U02723,B,2025-07-16,0,Dubai,Silver,95.58
U02724,B,2025-07-10,0,Ajman,Silver,52.04
U02725,A,2025-07-21,1,Ajman,Silver,150.29
U02726,B,2025-07-10,0,Abu Dhabi,Basic,93.68
U02727,A,2025-07-21,0,Dubai,Basic,57.26
U02728,A,2025-07-18,0,Abu Dhabi,Basic,85.0
U02729,B,2025-07-20,1,Abu Dhabi,Gold,208.72
U02730,A,2025-07-08,0,Sharjah,Gold,64.78
U02731,A,2025-07-07,0,Dubai,Basic,39.61
U02732,B,2025-07-03,0,Ajman,Gold,20.95
U02733,B,2025-07-17,0,Abu Dhabi,Basic,71.1
U02734,A,2025-07-24,0,Ajman,Basic,41.0
U02735,A,2025-07-20,0,Ajman,Silver,57.04
U02736,A,2025-07-16,0,Ajman,Silver,81.34
U02737,B,2025-07-07,0,Sharjah,Silver,93.33
U02738,B,2025-07-09,1,Sharjah,Basic,131.08
U02739,A,2025-07-07,0,Dubai,Basic,45.64
U02740,A,2025-07-12,0,Dubai,Basic,61.76
U02741,B,2025-07-23,0,Sharjah,Silver,126.62
U02742,A,2025-07-24,1,Abu Dhabi,Basic,28.34
U02743,B,2025-07-30,0,Sharjah,Basic,65.25
U02744,A,2025-07-29,1,Sharjah,Basic,72.14
U02745,A,2025-07-27,0,Ajman,Silver,96.72
U02746,A,2025-07-22,1,Ajman,Basic,161.95
U02747,B,2025-07-08,1,Dubai,Basic,166.36
U02748,A,2025-07-04,0,Abu Dhabi,Gold,43.03
U02749,A,2025-07-07,0,Abu Dhabi,Silver,35.86
U02750,A,2025-07-20,1,Dubai,Basic,161.87
U02751,B,2025-07-29,1,Dubai,Basic,155.13
U02752,A,2025-07-07,0,Abu Dhabi,Basic,44.27
U02753,B,2025-07-31,0,Dubai,Basic,78.21
U02754,A,2025-08-01,0,Sharjah,Basic,62.59
U02755,A,2025-07-18,0,Ajman,Gold,99.09
U02756,A,2025-07-21,0,Abu Dhabi,Basic,84.14
U02757,B,2025-07-03,0,Ajman,Basic,73.56
U02758,B,2025-07-17,1,Sharjah,Basic,172.24
U02759,B,2025-07-23,1,Abu Dhabi,Silver,185.3
U02760,A,2025-07-21,0,Abu Dhabi,Basic,70.02
U02761,A,2025-07-07,0,Sharjah,Silver,28.22
U02762,A,2025-07-30,1,Abu Dhabi,Silver,217.0
U02763,A,2025-07-14,0,Sharjah,Basic,136.17
U02764,B,2025-07-30,0,Dubai,Basic,121.98
U02765,B,2025-07-28,0,Ajman,Silver,115.83
U02766,A,2025-07-11,0,Ajman,Basic,57.9
U02767,B,2025-07-21,1,Ajman,Gold,259.38
U02768,A,2025-07-11,0,Abu Dhabi,Basic,80.96
U02769,B,2025-07-09,0,Abu Dhabi,Silver,117.06
U02770,A,2025-07-16,0,Ajman,Silver,75.94
U02771,B,2025-07-17,1,Ajman,Basic,86.27
U02772,A,2025-07-16,0,Dubai,Basic,65.45
U02773,A,2025-07-26,1,Ajman,Basic,188.05
U02774,A,2025-07-10,1,Sharjah,Gold,116.47
U02775,B,2025-07-06,0,Abu Dhabi,Silver,87.76
U02776,A,2025-07-11,0,Sharjah,Basic,57.65
U02777,B,2025-07-24,1,Abu Dhabi,Basic,112.75
U02778,A,2025-07-16,0,Dubai,Basic,0.0
U02779,B,2025-07-23,0,Ajman,Basic,7.47
U02780,B,2025-07-17,0,Sharjah,Basic,46.68
U02781,A,2025-07-26,0,Dubai,Basic,54.68
U02782,B,2025-07-06,0,Abu Dhabi,Basic,119.93
U02783,B,2025-07-20,0,Ajman,Basic,47.57
U02784,B,2025-07-15,1,Dubai,Silver,97.59
U02785,A,2025-07-14,0,Abu Dhabi,Basic,125.74
U02786,B,2025-07-27,0,Dubai,Gold,113.98
U02787,B,2025-07-31,0,Abu Dhabi,Silver,185.51
U02788,B,2025-08-01,0,Ajman,Basic,101.93
U02789,B,2025-07-12,0,Ajman,Basic,49.29
U02790,B,2025-07-25,0,Ajman,Basic,0.0
U02791,A,2025-07-08,0,Sharjah,Silver,79.38
U02792,A,2025-07-09,0,Sharjah,Basic,123.47
U02793,B,2025-07-17,0,Dubai,Silver,55.26
U02794,A,2025-07-03,0,Abu Dhabi,Gold,85.65
U02795,A,2025-07-22,0,Dubai,Basic,40.57
U02796,B,2025-07-19,0,Ajman,Silver,50.94
U02797,A,2025-07-21,0,Ajman,Silver,60.66
U02798,A,2025-07-18,0,Ajman,Basic,106.83
U02799,A,2025-07-24,0,Ajman,Basic,71.71
U02800,A,2025-07-19,0,Dubai,Silver,78.54
U02801,B,2025-07-23,0,Abu Dhabi,Gold,60.56
U02802,A,2025-07-31,0,Ajman,Gold,70.66
U02803,A,2025-07-09,1,Abu Dhabi,Basic,142.57
U02804,A,2025-07-17,0,Sharjah,Gold,84.83
U02805,B,2025-07-18,1,Ajman,Basic,129.18
U02806,B,2025-08-01,0,Dubai,Basic,86.62
U02807,A,2025-07-12,0,Dubai,Basic,0.0
U02808,B,2025-07-26,0,Sharjah,Basic,21.35
U02809,A,2025-07-18,0,Ajman,Basic,70.42
U02810,B,2025-07-11,1,Dubai,Gold,77.97
U02811,B,2025-07-22,0,Dubai,Basic,97.8
U02812,B,2025-07-18,1,Sharjah,Basic,147.73
U02813,A,2025-07-17,0,Dubai,Basic,76.97
U02814,A,2025-07-26,0,Ajman,Basic,97.04
U02815,A,2025-07-30,0,Ajman,Basic,62.28
U02816,A,2025-07-14,0,Abu Dhabi,Basic,21.6
U02817,B,2025-07-18,0,Dubai,Basic,49.42
U02818,B,2025-07-21,0,Abu Dhabi,Basic,113.69
U02819,B,2025-07-16,0,Sharjah,Basic,132.78
U02820,A,2025-07-22,0,Sharjah,Basic,54.39
U02821,B,2025-07-20,1,Ajman,Basic,159.05
U02822,B,2025-07-08,0,Ajman,Basic,16.95
U02823,A,2025-07-30,0,Dubai,Basic,82.88
U02824,A,2025-07-12,1,Abu Dhabi,Basic,189.9
U02825,B,2025-07-31,0,Dubai,Basic,68.6
U02826,A,2025-07-29,0,Ajman,Gold,92.22
U02827,B,2025-07-11,0,Dubai,Basic,112.9
U02828,B,2025-07-29,0,Abu Dhabi,Basic,66.37
U02829,B,2025-07-04,0,Ajman,Basic,13.43
U02830,A,2025-07-25,1,Dubai,Basic,65.01
U02831,B,2025-07-13,1,Dubai,Silver,179.92
U02832,A,2025-07-24,0,Dubai,Silver,70.1
U02833,B,2025-07-17,0,Ajman,Gold,64.7
U02834,A,2025-07-06,0,Ajman,Basic,21.23
U02835,B,2025-07-22,1,Ajman,Basic,109.79
U02836,B,2025-07-27,0,Abu Dhabi,Silver,111.13
U02837,A,2025-07-09,0,Abu Dhabi,Basic,116.31
U02838,A,2025-07-17,0,Sharjah,Gold,72.56
U02839,A,2025-07-14,0,Ajman,Basic,18.0
U02840,A,2025-07-15,0,Abu Dhabi,Basic,76.64
U02841,A,2025-07-10,0,Abu Dhabi,Basic,72.59
U02842,B,2025-07-23,0,Dubai,Basic,65.16
U02843,A,2025-07-21,1,Abu Dhabi,Basic,95.87
U02844,A,2025-07-06,0,Dubai,Silver,69.2
U02845,B,2025-07-24,1,Ajman,Basic,200.75
U02846,A,2025-08-01,0,Abu Dhabi,Basic,61.69
U02847,B,2025-07-26,0,Dubai,Basic,62.51
U02848,A,2025-07-31,0,Sharjah,Basic,66.92
U02849,B,2025-07-22,0,Sharjah,Gold,90.96
U02850,B,2025-07-28,0,Abu Dhabi,Basic,84.54
U02851,A,2025-07-27,1,Abu Dhabi,Basic,143.46
U02852,A,2025-07-23,0,Sharjah,Basic,49.84
U02853,B,2025-07-29,1,Sharjah,Gold,205.9
U02854,A,2025-07-04,1,Ajman,Basic,211.44
U02855,B,2025-07-20,0,Sharjah,Basic,81.14
U02856,A,2025-07-29,0,Dubai,Silver,94.17
U02857,A,2025-07-31,0,Sharjah,Basic,77.4
U02858,B,2025-07-07,0,Sharjah,Basic,45.16
U02859,B,2025-07-08,0,Abu Dhabi,Basic,102.58
U02860,A,2025-07-15,0,Dubai,Basic,69.63
U02861,A,2025-07-20,0,Dubai,Basic,92.47
U02862,A,2025-07-11,0,Abu Dhabi,Silver,116.48
U02863,A,2025-08-01,0,Dubai,Gold,60.25
U02864,B,2025-07-05,0,Sharjah,Silver,47.2
U02865,A,2025-07-30,0,Abu Dhabi,Basic,50.49
U02866,A,2025-07-22,0,Ajman,Basic,88.31
U02867,B,2025-07-19,0,Sharjah,Silver,100.6
U02868,B,2025-07-23,1,Dubai,Gold,203.35
U02869,A,2025-07-08,1,Ajman,Basic,119.78
U02870,A,2025-07-03,1,Abu Dhabi,Basic,148.27
U02871,A,2025-07-07,1,Sharjah,Basic,142.44
U02872,A,2025-07-15,0,Abu Dhabi,Silver,112.98
U02873,B,2025-07-13,1,Ajman,Silver,131.1
U02874,A,2025-07-27,0,Abu Dhabi,Basic,53.26
U02875,B,2025-07-28,1,Ajman,Basic,132.38
U02876,B,2025-07-30,1,Abu Dhabi,Basic,228.77
U02877,A,2025-07-31,0,Abu Dhabi,Basic,93.94
U02878,A,2025-07-30,1,Ajman,Basic,69.4
U02879,B,2025-07-13,0,Sharjah,Silver,37.22
U02880,B,2025-07-24,1,Sharjah,Basic,187.28
U02881,A,2025-07-21,1,Abu Dhabi,Basic,137.65
U02882,A,2025-07-21,0,Sharjah,Basic,17.36
U02883,A,2025-07-25,0,Sharjah,Gold,34.97
U02884,B,2025-07-31,0,Dubai,Silver,80.32
U02885,A,2025-07-27,0,Abu Dhabi,Basic,146.54
U02886,A,2025-07-10,0,Sharjah,Silver,89.51
U02887,B,2025-07-19,1,Sharjah,Basic,102.71
U02888,B,2025-07-04,0,Abu Dhabi,Basic,129.15
U02889,B,2025-07-26,1,Sharjah,Gold,95.52
U02890,A,2025-07-08,0,Sharjah,Basic,53.39
U02891,B,2025-07-17,0,Abu Dhabi,Basic,127.9
U02892,A,2025-07-23,0,Dubai,Silver,40.03
U02893,B,2025-07-07,0,Sharjah,Silver,134.38
U02894,A,2025-07-08,0,Ajman,Basic,10.15
U02895,B,2025-07-09,0,Abu Dhabi,Basic,96.1
U02896,B,2025-07-19,0,Abu Dhabi,Basic,87.93
U02897,B,2025-07-18,0,Sharjah,Basic,114.71
U02898,B,2025-07-19,1,Dubai,Basic,171.64
U02899,B,2025-07-25,1,Abu Dhabi,Silver,176.54
U02900,A,2025-07-13,0,Abu Dhabi,Basic,51.35
U02901,A,2025-07-28,0,Sharjah,Basic,63.16
U02902,A,2025-07-26,0,Abu Dhabi,Silver,113.16
U02903,A,2025-07-19,0,Dubai,Basic,83.07
U02904,B,2025-07-26,0,Abu Dhabi,Basic,101.7
U02905,B,2025-07-07,0,Dubai,Silver,89.24
U02906,A,2025-07-24,0,Dubai,Silver,65.33
U02907,B,2025-07-24,0,Ajman,Basic,20.18
U02908,A,2025-07-18,1,Dubai,Basic,213.79
U02909,A,2025-07-06,0,Sharjah,Basic,91.73
U02910,A,2025-07-17,0,Dubai,Gold,71.83
U02911,A,2025-07-05,1,Sharjah,Silver,93.54
U02912,A,2025-07-08,0,Abu Dhabi,Basic,94.33
U02913,B,2025-07-04,0,Abu Dhabi,Basic,50.45
U02914,B,2025-07-19,0,Abu Dhabi,Basic,102.48
U02915,B,2025-07-08,0,Dubai,Basic,59.9
U02916,A,2025-07-10,0,Dubai,Basic,80.05
U02917,A,2025-07-14,0,Ajman,Basic,109.62
U02918,A,2025-07-28,0,Dubai,Basic,75.08
U02919,B,2025-07-11,1,Abu Dhabi,Basic,194.55
U02920,B,2025-07-29,0,Abu Dhabi,Gold,144.22
U02921,B,2025-07-10,0,Dubai,Basic,93.95
U02922,A,2025-07-19,0,Abu Dhabi,Basic,43.92
U02923,B,2025-07-30,0,Sharjah,Basic,103.68
U02924,B,2025-07-23,0,Dubai,Basic,70.57
U02925,A,2025-07-25,0,Dubai,Silver,117.44
U02926,A,2025-07-14,1,Ajman,Basic,121.42
U02927,A,2025-07-22,0,Ajman,Basic,60.99
U02928,B,2025-07-11,0,Sharjah,Basic,97.86
U02929,A,2025-07-12,1,Sharjah,Gold,158.59
U02930,B,2025-07-23,1,Sharjah,Silver,202.97
U02931,A,2025-07-22,0,Dubai,Silver,57.97
U02932,A,2025-07-04,0,Abu Dhabi,Basic,94.47
U02933,B,2025-08-01,0,Ajman,Silver,26.55
U02934,B,2025-07-12,0,Dubai,Basic,62.38
U02935,B,2025-07-24,0,Sharjah,Basic,101.42
U02936,B,2025-07-31,0,Abu Dhabi,Basic,19.6
U02937,B,2025-07-23,0,Sharjah,Basic,96.14
U02938,B,2025-07-21,1,Ajman,Silver,178.78
U02939,B,2025-07-03,0,Sharjah,Basic,56.96
U02940,A,2025-07-13,0,Ajman,Basic,83.87
U02941,B,2025-07-12,0,Ajman,Basic,58.82
U02942,A,2025-07-16,0,Ajman,Basic,92.02
U02943,B,2025-07-06,0,Abu Dhabi,Silver,92.64
U02944,A,2025-07-31,0,Sharjah,Basic,99.04
U02945,A,2025-07-07,0,Sharjah,Basic,133.43
U02946,A,2025-07-29,0,Dubai,Basic,81.26
U02947,B,2025-07-12,1,Sharjah,Silver,232.36
U02948,A,2025-07-20,0,Sharjah,Basic,37.21
U02949,B,2025-07-18,0,Abu Dhabi,Basic,101.34
U02950,A,2025-07-12,0,Dubai,Silver,7.61
U02951,A,2025-07-25,1,Abu Dhabi,Basic,180.63
U02952,A,2025-07-08,1,Ajman,Basic,75.23
U02953,A,2025-07-15,0,Dubai,Basic,94.68
U02954,A,2025-07-26,0,Dubai,Basic,106.73
U02955,A,2025-07-28,1,Dubai,Basic,175.9
U02956,A,2025-07-18,0,Ajman,Basic,18.25
U02957,A,2025-07-31,0,Ajman,Silver,58.45
U02958,B,2025-07-21,1,Ajman,Basic,38.58
U02959,B,2025-08-01,1,Ajman,Silver,290.89
U02960,A,2025-07-22,1,Sharjah,Basic,173.74
U02961,A,2025-07-31,0,Dubai,Silver,92.93
U02962,A,2025-07-08,1,Abu Dhabi,Basic,81.17
U02963,B,2025-07-19,1,Ajman,Basic,106.6
U02964,B,2025-07-20,0,Sharjah,Silver,74.06
U02965,B,2025-07-25,0,Abu Dhabi,Basic,114.08
U02966,A,2025-08-01,0,Ajman,Gold,47.59
U02967,A,2025-07-11,1,Abu Dhabi,Basic,254.44
U02968,A,2025-07-17,0,Abu Dhabi,Basic,26.92
U02969,A,2025-08-01,0,Ajman,Basic,64.59
U02970,B,2025-07-31,0,Ajman,Basic,128.0
U02971,B,2025-07-07,1,Ajman,Basic,96.01
U02972,A,2025-07-09,0,Dubai,Basic,56.46
U02973,B,2025-07-18,1,Dubai,Basic,171.39
U02974,A,2025-07-08,1,Dubai,Basic,82.08
U02975,A,2025-07-14,0,Sharjah,Basic,21.71
U02976,A,2025-07-17,0,Dubai,Basic,49.08
U02977,A,2025-07-08,0,Dubai,Basic,106.76
U02978,B,2025-07-11,0,Dubai,Basic,73.58
U02979,A,2025-07-21,1,Sharjah,Basic,79.67
U02980,B,2025-07-09,0,Sharjah,Gold,45.83
U02981,A,2025-07-27,0,Sharjah,Silver,97.35
U02982,B,2025-07-21,1,Abu Dhabi,Silver,116.52
U02983,A,2025-07-23,1,Sharjah,Basic,166.1
U02984,A,2025-07-31,0,Abu Dhabi,Basic,60.84
U02985,B,2025-07-09,0,Ajman,Basic,91.78
U02986,A,2025-07-30,0,Sharjah,Basic,97.45
U02987,B,2025-07-21,0,Dubai,Silver,114.99
U02988,A,2025-07-23,0,Abu Dhabi,Silver,43.05
U02989,A,2025-07-12,1,Abu Dhabi,Gold,130.49
U02990,B,2025-07-26,0,Ajman,Silver,62.96
U02991,B,2025-07-29,0,Sharjah,Basic,119.78
U02992,B,2025-07-11,1,Dubai,Silver,100.69
U02993,B,2025-07-29,1,Abu Dhabi,Basic,186.52
U02994,A,2025-07-11,0,Abu Dhabi,Basic,80.65
U02995,B,2025-07-26,1,Dubai,Silver,106.11
U02996,A,2025-07-17,0,Sharjah,Basic,21.86
U02997,A,2025-07-09,0,Ajman,Basic,51.15
U02998,B,2025-07-12,0,Abu Dhabi,Gold,69.76
U02999,A,2025-07-18,0,Dubai,Basic,62.92
U03000,B,2025-07-24,0,Sharjah,Basic,68.53
U03001,A,2025-07-05,0,Ajman,Basic,89.28
U03002,B,2025-07-20,0,Sharjah,Silver,108.15
U03003,B,2025-07-03,0,Abu Dhabi,Gold,117.52
U03004,B,2025-07-26,0,Dubai,Basic,54.87
U03005,B,2025-07-09,0,Ajman,Basic,76.1
U03006,A,2025-07-12,0,Ajman,Basic,113.25
U03007,B,2025-07-21,0,Sharjah,Basic,74.5
U03008,B,2025-07-30,0,Ajman,Basic,144.87
U03009,A,2025-07-27,1,Dubai,Silver,108.54
U03010,A,2025-07-27,0,Dubai,Basic,86.16
U03011,A,2025-07-22,0,Sharjah,Basic,90.6
U03012,B,2025-07-26,0,Dubai,Basic,74.71
U03013,B,2025-07-23,0,Dubai,Basic,66.0
U03014,B,2025-07-24,0,Ajman,Basic,43.95
U03015,A,2025-07-26,0,Dubai,Gold,59.35
U03016,B,2025-07-11,0,Ajman,Basic,34.51
U03017,B,2025-07-07,0,Dubai,Basic,118.22
U03018,B,2025-07-30,0,Abu Dhabi,Silver,28.32
U03019,B,2025-07-04,1,Dubai,Basic,119.11
U03020,A,2025-07-13,1,Abu Dhabi,Gold,151.8
U03021,A,2025-07-17,1,Abu Dhabi,Basic,143.74
U03022,A,2025-07-04,0,Ajman,Basic,45.63
U03023,B,2025-07-16,0,Ajman,Gold,90.69
U03024,A,2025-07-13,1,Dubai,Basic,64.77
U03025,A,2025-07-29,0,Ajman,Basic,76.24
U03026,A,2025-07-17,0,Dubai,Basic,48.31
U03027,B,2025-07-11,1,Ajman,Basic,73.28
U03028,B,2025-07-25,0,Ajman,Basic,70.07
U03029,B,2025-07-30,1,Abu Dhabi,Silver,217.08
U03030,A,2025-07-27,0,Ajman,Basic,46.89
U03031,B,2025-07-29,0,Abu Dhabi,Basic,103.93
U03032,B,2025-07-27,1,Ajman,Basic,156.54
U03033,A,2025-07-08,0,Ajman,Basic,40.61
U03034,B,2025-07-30,0,Dubai,Basic,66.13
U03035,A,2025-07-08,0,Dubai,Silver,64.88
U03036,A,2025-07-16,1,Sharjah,Silver,0.0
U03037,B,2025-07-29,1,Dubai,Basic,65.32
U03038,B,2025-07-20,0,Abu Dhabi,Basic,65.24
U03039,B,2025-07-29,0,Dubai,Silver,34.0
U03040,B,2025-07-05,0,Sharjah,Basic,107.77
U03041,A,2025-07-24,0,Ajman,Gold,82.56
U03042,A,2025-07-29,0,Ajman,Silver,80.79
U03043,A,2025-07-13,0,Dubai,Basic,49.07
U03044,A,2025-07-23,0,Ajman,Silver,41.38
U03045,A,2025-07-07,0,Ajman,Basic,76.46
U03046,A,2025-07-15,0,Abu Dhabi,Gold,93.0
U03047,A,2025-07-17,1,Sharjah,Silver,259.95
U03048,A,2025-07-04,0,Sharjah,Silver,104.2
U03049,A,2025-07-24,0,Ajman,Silver,110.14
U03050,B,2025-07-15,0,Ajman,Basic,115.27
U03051,B,2025-07-19,0,Ajman,Basic,74.6
U03052,B,2025-07-07,0,Dubai,Gold,49.87
U03053,B,2025-07-24,1,Ajman,Basic,31.35
U03054,A,2025-07-08,0,Ajman,Basic,61.93
U03055,B,2025-07-14,0,Sharjah,Silver,113.5
U03056,A,2025-07-13,1,Dubai,Silver,105.03
U03057,A,2025-07-31,0,Dubai,Silver,72.58
U03058,B,2025-07-20,1,Dubai,Basic,121.83
U03059,A,2025-08-01,0,Ajman,Basic,82.39
U03060,A,2025-07-23,0,Sharjah,Silver,61.21
U03061,A,2025-07-11,0,Abu Dhabi,Silver,0.0
U03062,B,2025-08-01,0,Dubai,Basic,34.83
U03063,B,2025-07-09,1,Dubai,Basic,200.28
U03064,B,2025-07-13,0,Ajman,Gold,5.42
U03065,B,2025-07-13,1,Dubai,Gold,162.67
U03066,A,2025-07-05,0,Sharjah,Basic,87.94
U03067,B,2025-07-30,1,Sharjah,Silver,70.7
U03068,B,2025-07-20,0,Abu Dhabi,Basic,113.85
U03069,B,2025-07-28,1,Dubai,Basic,251.47
U03070,A,2025-07-16,0,Sharjah,Silver,33.74
U03071,B,2025-07-31,0,Sharjah,Basic,58.08
U03072,B,2025-07-29,0,Abu Dhabi,Basic,85.07
U03073,B,2025-07-11,0,Abu Dhabi,Silver,135.34
U03074,B,2025-07-18,1,Dubai,Silver,133.57
U03075,B,2025-07-17,1,Abu Dhabi,Gold,207.8
U03076,B,2025-07-17,1,Abu Dhabi,Basic,164.02
U03077,B,2025-07-30,1,Abu Dhabi,Basic,119.03
U03078,A,2025-07-15,0,Abu Dhabi,Basic,17.26
U03079,B,2025-07-27,0,Sharjah,Silver,52.46
U03080,A,2025-07-07,0,Sharjah,Basic,46.47
U03081,A,2025-07-09,1,Dubai,Basic,247.96
U03082,A,2025-07-22,1,Dubai,Silver,191.53
U03083,A,2025-07-05,0,Ajman,Basic,57.39
U03084,A,2025-07-16,0,Ajman,Silver,73.32
U03085,B,2025-07-09,1,Abu Dhabi,Basic,115.46
U03086,A,2025-07-09,0,Sharjah,Basic,106.72
U03087,A,2025-07-15,0,Ajman,Silver,49.96
U03088,A,2025-07-10,1,Sharjah,Basic,93.12
U03089,A,2025-07-18,0,Dubai,Silver,70.58
U03090,A,2025-07-15,1,Dubai,Basic,56.62
U03091,A,2025-07-22,0,Dubai,Basic,63.41
U03092,B,2025-07-26,1,Abu Dhabi,Basic,118.1
U03093,B,2025-07-09,0,Sharjah,Gold,96.15
U03094,A,2025-07-31,0,Ajman,Basic,109.03
U03095,A,2025-07-16,0,Ajman,Basic,69.14
